Ticker,Name,RTG_SP_LT_LC_ISSUER_CREDIT,IsJunk,intexp,netinc,eps,ncfdebt,ncf,assets,cashneq,receivables,payables,liabilities,equity,debt,ebit,ebitda,marketcap,ev,roe,roa,fcf,roic,gp,opinc,grossmargin,netmargin,evebitda,evebit,de,divyield,fcfps
VMI,Valmont Industries Inc,BBB+,0,40153000,153769000,7.1,31559000,40332000,2807216000.0,353542000.0,480000000.0,197957000.0,1617471000.0,1144338000.0,873295000.0,244129000,326393000,3236802216.0,3772985216.0,0.14,0.056,215745000,0.111,692496000,237720000,0.25,0.056,11.56,15.0,1.413,0.01,10.023
ALL,Allstate Corp/The,A-,0,327000000,4847000000,14.25,174000000,-161000000,119950000000.0,338000000.0,15683000000.0,0.0,93952000000.0,25998000000.0,6631000000.0,6416000000,7063000000,36428865244.0,42471865244.0,0.187,0.039,4696000000,0.052,18020000000,12100000000,0.403,0.105,6.013,7.0,3.614,0.018,14.308
FLIR,FLIR Systems Inc,BBB,0,27711000,171597000,1.27,254830000,-227552000,3137541000.0,284592000.0,318652000.0,158033000.0,1266108000.0,1871433000.0,676863000.0,269627000,372759000,6985350355.0,7434443355.0,0.091,0.054,325578000,0.17,929503000,273260000,0.493,0.091,19.944,28.0,0.677,0.013,2.427
EQR,Equity Residential,A-,0,390076000,970377000,2.61,209060000,686000,21172769000.0,116999000.0,0.0,312676000.0,10164843000.0,10315506000.0,9368290000.0,1358172000,2200948000,30049998938.0,39290650938.0,0.095,0.046,616771000,0.045,1792747000,908907000,0.664,0.358,17.852,29.0,0.985,0.028,1.665
BWA,BorgWarner Inc,BBB,0,55000000,746000000,3.63,-141000000,93000000,9702000000.0,832000000.0,1921000000.0,1977000000.0,4858000000.0,4706000000.0,1960000000.0,1269000000,1708000000,8957668813.0,10116668813.0,0.167,0.074,527000000,0.188,2101000000,1228000000,0.207,0.073,5.923,8.0,1.032,0.016,2.562
WBS,Webster Financial Corp,BBB,0,0,382723000,4.07,876583000,-71604000,30389344000.0,257895000.0,0.0,0.0,27181574000.0,3207770000.0,3703667000.0,486692000,573930000,4910822931.0,7988656931.0,0.12,0.013,278133000,0.015,1202642000,486692000,1.0,0.31,13.919,16.0,8.474,0.029,3.022
KBR,KBR Inc,BB-,1,99000000,202000000,1.42,-70000000,-27000000,5360000000.0,712000000.0,997000000.0,572000000.0,3507000000.0,1839000000.0,1432000000.0,360000000,464000000,4322280965.0,5090280965.0,0.112,0.038,236000000,0.128,653000000,327000000,0.116,0.036,10.97,14.0,1.907,0.01,1.674
AAL,American Airlines Group Inc,B-,1,1095000000,1686000000,3.8,-230000000,4000000,59995000000.0,438000000.0,1750000000.0,2062000000.0,60113000000.0,-118000000.0,33444000000.0,3351000000,5669000000,12563502608.0,46533502608.0,-10.948,0.028,-399000000,0.049,24980000000,3065000000,0.546,0.037,8.208,14.0,-509.432,0.014,-0.911
SXC,SunCoke Energy Inc,BB-,1,60300000,-152300000,-1.98,-57200000,-48600000,1753800000.0,97100000.0,59500000.0,142400000.0,1235400000.0,491600000.0,782900000.0,-146700000,-2900000,540484852.0,1229684852.0,-0.279,-0.079,71800000,-0.064,322700000,-144300000,0.202,-0.095,-424.029,-8.0,2.513,0.01,0.935
SPG,Simon Property Group Inc,A,0,789353000,2101584000,6.81,784627000,155038000,31231630000.0,669373000.0,832151000.0,1390682000.0,28101319000.0,2526398000.0,24680039000.0,2920991000,4315163000,45711200282.0,68707849282.0,0.741,0.066,2938596000,0.053,4733545000,2907831000,0.822,0.365,15.922,24.0,11.123,0.056,9.576
EMN,Eastman Chemical Co,BBB-,0,218000000,759000000,5.52,-370000000,-22000000,16008000000.0,204000000.0,1375000000.0,1618000000.0,9976000000.0,5958000000.0,5782000000.0,1117000000,1728000000,10777712581.0,16779712581.0,0.128,0.047,1079000000,0.082,2234000000,1123000000,0.241,0.082,9.71,15.0,1.674,0.032,7.935
HII,Huntington Ingalls Industries Inc,BBB,0,70000000,549000000,13.26,0,-165000000,7031000000.0,75000000.0,318000000.0,497000000.0,5443000000.0,1588000000.0,1450000000.0,753000000,980000000,10261081564.0,11950081564.0,0.339,0.077,460000000,0.153,1531000000,736000000,0.172,0.062,12.194,16.0,3.428,0.014,11.111
AVB,AvalonBay Communities Inc,A-,0,203585000,785974000,5.64,241575000,-90250000,19121051000.0,127614000.0,0.0,0.0,8127601000.0,10989549000.0,7436758000.0,1002562000,1664140000,29287078412.0,36450308412.0,0.073,0.042,-291616000,0.038,1556520000,831909000,0.67,0.338,21.903,36.0,0.74,0.029,-2.088
PRU,Prudential Financial Inc,A,0,0,4186000000,10.23,1732000000,979000000,896552000000.0,16327000000.0,0.0,0.0,832833000000.0,63115000000.0,31534000000.0,5133000000,5593000000,37683480000.0,50509480000.0,0.068,0.005,19625000000,0.006,20833000000,5085000000,0.321,0.065,9.031,10.0,13.195,0.043,48.818
WRLD,World Acceptance Corp,B-,1,25896130,28157478,3.66,199160000,2283489,1030086435.0,11618922.0,0.0,59298680.0,618123368.0,411963067.0,553859386.0,60805573,72964165,433183613.0,1128543523.0,0.064,0.026,246416325,0.038,590029015,242535755,1.0,0.048,15.467,19.0,1.5,0.0,31.065
UPS,United Parcel Service Inc,A-,0,653000000,4440000000,5.14,2419000000,871000000,57857000000.0,5238000000.0,9552000000.0,5555000000.0,54574000000.0,3267000000.0,28167000000.0,6305000000,8665000000,100416723623.0,122840723623.0,1.064,0.082,2324000000,0.112,68967000000,7798000000,0.931,0.06,14.177,19.0,16.705,0.033,2.709
IAA,IAA Inc,BB-,1,55700000,193200000,1.45,1237500000,-1200000,2151200000.0,47100000.0,335900000.0,96400000.0,2288400000.0,-137200000.0,2032800000.0,317900000,524600000,6192340593.0,8158440593.0,11.727,0.094,203000000,0.116,548600000,317800000,0.382,0.134,15.552,26.0,-16.679,0.0,1.52
AIV,Apartment Investment and Management Co,BBB- *-,0,168807000,474083000,3.16,359884000,105107000,6828739000.0,177702000.0,0.0,0.0,4866164000.0,1780649000.0,4505590000.0,639755000,1019926000,7689894032.0,11851379032.0,0.261,0.072,-174884000,0.061,603073000,156773000,0.66,0.51,11.62,19.0,2.733,0.06,-1.184
ZBRA,Zebra Technologies Corp,BB+,1,89000000,544000000,10.08,-286000000,-14000000,4711000000.0,30000000.0,613000000.0,552000000.0,2872000000.0,1839000000.0,1377000000.0,687000000,862000000,13773702340.0,15364702340.0,0.332,0.116,624000000,0.322,2100000000,692000000,0.468,0.121,17.824,22.0,1.562,0.0,11.572
MCK,McKesson Corp,BBB+,0,249000000,900000000,4.98,-298000000,1042000000,61247000000.0,4015000000.0,19950000000.0,37195000000.0,55938000000.0,5092000000.0,9401000000.0,1167000000,2455000000,23931609962.0,33861609962.0,0.141,0.015,3868000000,0.071,12023000000,2489000000,0.052,0.004,13.793,29.0,10.985,0.012,21.37
SKT,Tanger Factory Outlet Centers Inc,BBB,0,61672000,87855000,0.93,-148469000,7589000,2285211000.0,16672000.0,0.0,79562000.0,1829102000.0,433206000.0,1661010000.0,149527000,272841000,1368318869.0,3027260869.0,0.187,0.038,171413000,0.037,320614000,105900000,0.67,0.184,11.095,20.0,4.222,0.096,1.845
LMT,Lockheed Martin Corp,A-,0,653000000,6230000000,22.09,-1500000000,742000000,47528000000.0,1514000000.0,2337000000.0,1281000000.0,44357000000.0,3127000000.0,12654000000.0,7894000000,9083000000,109832968741.0,120845968741.0,2.02,0.13,5827000000,0.256,8367000000,8367000000,0.14,0.104,13.305,15.0,14.185,0.023,20.658
PEP,PepsiCo Inc,A+,0,1135000000,7314000000,5.23,-355000000,-5199000000,78547000000.0,5509000000.0,7822000000.0,17541000000.0,63679000000.0,14786000000.0,32068000000.0,10408000000,12840000000,191790636389.0,218723636389.0,0.513,0.095,5587000000,0.198,37029000000,10291000000,0.551,0.109,17.035,21.0,4.307,0.028,3.994
ABC,AmerisourceBergen Corp,A-,0,137883000,-3408716000,-16.65,-53454000,1223552000,44274830000.0,4597746000.0,13846301000.0,31705055000.0,45114466000.0,-1018924000.0,4119520000.0,-5165106000,-4874362000,19785422771.0,20505501771.0,-1.453,-0.082,1873727000,-3.023,5191884000,-5135354000,0.027,-0.018,-4.207,-4.0,-44.277,0.017,9.15
SIG,Signet Jewelers Ltd,B+,1,35600000,105500000,1.4,-128200000,177900000,6299100000.0,374500000.0,38800000.0,227900000.0,4459500000.0,1222600000.0,2387400000.0,165300000,343300000,1272546600.0,3651546600.0,0.064,0.012,419900000,0.026,2223700000,158300000,0.362,0.012,10.637,22.0,3.648,0.061,8.122
COF,Capital One Financial Corp,BBB,0,0,5546000000,11.1,-4186000000,260000000,390365000000.0,13407000000.0,0.0,0.0,332354000000.0,58011000000.0,55697000000.0,6887000000,10226000000,47927346669.0,80956346669.0,0.092,0.014,15752000000,0.017,22357000000,6874000000,1.0,0.232,7.917,12.0,5.729,0.016,33.823
OHI,Omega Healthcare Investors Inc,BBB-,0,208715000,341123000,1.6,-79337000,21709000,9796124000.0,33380000.0,408213000.0,0.0,5459530000.0,4135428000.0,5136140000.0,552682000,854365000,9253551272.0,13830572272.0,0.089,0.037,202598000,0.042,913897000,551745000,0.984,0.367,16.188,25.0,1.32,0.063,0.949
DLTR,Dollar Tree Inc,BBB-,0,162100000,827000000,3.49,-500000000,139300000,19574600000.0,586000000.0,0.0,1336500000.0,13319800000.0,6254800000.0,10031000000.0,1260800000,1906200000,20606186983.0,30234686983.0,0.138,0.042,833100000,0.064,7040700000,1262200000,0.298,0.035,15.861,24.0,2.13,0.0,3.52
DRI,Darden Restaurants Inc,BBB-,0,57300000,-52400000,-0.43,264800000,306000000,9946100000.0,763300000.0,49800000.0,249400000.0,7614900000.0,2331200000.0,5475100000.0,-106900000,249000000,9286490751.0,14210690751.0,-0.022,-0.005,257200000,-0.01,1408400000,47900000,0.18,-0.007,57.071,-133.0,3.267,0.034,2.096
SM,SM Energy Co,CCC+,1,159102000,-187001000,-1.66,122500000,-77955000,6292232000.0,10000.0,184732000.0,402008000.0,3543238000.0,2748994000.0,2732798000.0,-71942000,751856000,1268514512.0,4004273512.0,-0.067,-0.029,-189724000,-0.008,1089396000,27571000,0.685,-0.118,5.326,-56.0,1.289,0.009,-1.686
PNM,PNM Resources Inc,BBB,0,121016000,77362000,0.97,286898000,1711000,7298774000.0,3833000.0,155470000.0,103118000.0,5545495000.0,1678698000.0,3327397000.0,173096000,474164000,4039235273.0,7295795273.0,0.046,0.011,-113110000,0.019,822192000,214062000,0.564,0.053,15.387,42.0,3.303,0.023,-1.42
CFR,Cullen/Frost Bankers Inc,A-,0,0,443599000,6.89,327794000,-167598000,34027428000.0,3788181000.0,0.0,0.0,30115760000.0,3911668000.0,1930506000.0,499469000,553560000,6117651559.0,4645516559.0,0.115,0.013,435412000,0.016,1334148000,499469000,1.0,0.326,8.392,9.0,7.699,0.029,6.959
NTAP,NetApp Inc,BBB+,0,0,819000000,3.56,-127000000,335000000,7522000000.0,2658000000.0,973000000.0,426000000.0,7280000000.0,242000000.0,1668000000.0,944000000,1188000000,9523882869.0,8657882869.0,1.704,0.108,1032000000,0.709,3623000000,945000000,0.669,0.151,7.288,9.0,30.083,0.045,4.487
FCFS,FirstCash Inc,BB,1,34035000,164618000,3.83,38851000,-25266000,2439440000.0,46527000.0,46686000.0,72398000.0,1089405000.0,1350035000.0,911538000.0,258646000,300550000,3441246069.0,4281042069.0,0.123,0.069,112624000,0.129,1018347000,256804000,0.546,0.088,14.244,17.0,0.807,0.013,2.639
CTXS,Citrix Systems Inc,BBB,0,45974000,681813000,5.21,-1164497000,-73005000,4388926000.0,545761000.0,720359000.0,84538000.0,3551270000.0,837656000.0,952308000.0,555474000,744946000,14441380478.0,14911282478.0,1.044,0.156,719616000,0.611,2546517000,536118000,0.846,0.226,20.017,27.0,4.24,0.013,5.499
DVA,DaVita Inc,BB,1,443824000,810981000,5.29,-2080191000,369485000,17311394000.0,1208718000.0,2285293000.0,403840000.0,13811776000.0,2133409000.0,11175946000.0,1534433000,2149585000,9731390925.0,19566504925.0,0.262,0.042,1305809000,0.085,3473994000,1630638000,0.305,0.071,9.102,13.0,6.474,0.0,8.525
CRY,CryoLife Inc,B,1,14886000,1720000,0.05,-2780000,-7942000,605654000.0,33766000.0,55861000.0,9796000.0,319958000.0,285696000.0,239140000.0,16530000,39856000,1015975423.0,1218543423.0,0.006,0.003,7755000,0.04,183013000,17042000,0.663,0.006,30.574,74.0,1.12,0.0,0.209
HIG,Hartford Financial Services Group Inc/Th,BBB+,0,259000000,2085000000,5.72,-530000000,141000000,70817000000.0,262000000.0,9911000000.0,755000000.0,54547000000.0,16270000000.0,4848000000.0,2819000000,3270000000,21902798269.0,26458798269.0,0.133,0.03,3384000000,0.04,9268000000,2909000000,0.447,0.1,8.091,9.0,3.353,0.02,9.389
IRM,Iron Mountain Inc,BB-,1,419298000,267377000,0.93,506450000,28070000,13816816000.0,193555000.0,850701000.0,324708000.0,12352589000.0,1463962000.0,10393265000.0,746606000,1421547000,9151260349.0,19206558349.0,0.167,0.02,439815000,0.046,2429269000,781338000,0.57,0.063,13.511,26.0,8.438,0.077,1.533
RGA,Reinsurance Group of America Inc,A,0,173000000,870000000,13.88,100000000,-441000000,76731000000.0,1449000000.0,3844000000.0,0.0,65130000000.0,11601000000.0,3579000000.0,1305000000,1354000000,10209326179.0,11565382179.0,0.08,0.012,2273000000,0.018,3406000000,1305000000,0.238,0.061,8.542,9.0,5.614,0.016,36.304
EL,Estee Lauder Cos Inc/The,A+,0,161000000,684000000,1.9,2705000000,2035000000,17781000000.0,5022000000.0,1194000000.0,1177000000.0,13819000000.0,3935000000.0,8789000000.0,1195000000,1806000000,67924540754.0,71908540754.0,0.158,0.039,1657000000,0.095,10742000000,606000000,0.752,0.048,39.816,60.0,3.512,0.007,4.595
GEF,Greif Inc,BB,1,112500000,171000000,2.89,1751100000,-16900000,5426700000.0,77300000.0,664200000.0,435200000.0,4235600000.0,1133100000.0,2751900000.0,354200000,560300000,1890566216.0,4693266216.0,0.153,0.035,256000000,0.078,959900000,399100000,0.209,0.037,8.376,13.0,3.738,0.045,5.304
CATM,Cardtronics PLC,BB,1,26604000,48274000,1.06,-95713000,-77941000,1763958000.0,117469000.0,95795000.0,46478000.0,1383632000.0,380432000.0,809006000.0,91400000,271337000,1991562929.0,2613264929.0,0.132,0.027,79753000,0.078,464426000,104838000,0.344,0.036,9.631,29.0,3.637,0.0,1.752
LYV,Live Nation Entertainment Inc,B+,1,157521000,69889000,-0.02,500133000,96039000,10975615000.0,2474242000.0,994606000.0,1106125000.0,9511661000.0,1145820000.0,4805488000.0,294302000,738293000,15274249215.0,17439500215.0,-0.004,0.0,146217000,0.059,3080787000,322762000,0.267,0.0,23.621,59.0,8.301,0.0,0.696
BYD,Boyd Gaming Corp,B,1,237465000,157636000,1.39,-231195000,-2754000,6650145000.0,270448000.0,54864000.0,91003000.0,5384903000.0,1265242000.0,4606216000.0,439591000,747684000,3328293453.0,7716792453.0,0.129,0.024,341355000,0.055,1589902000,472568000,0.478,0.047,10.321,18.0,4.256,0.009,3.008
ATI,Allegheny Technologies Inc,B,1,99000000,257600000,2.05,-179100000,108800000,5634600000.0,490800000.0,554100000.0,521200000.0,3441400000.0,2090100000.0,1398900000.0,328100000,479200000,2604923290.0,3647423290.0,0.125,0.046,153900000,0.061,637800000,366100000,0.155,0.062,7.611,11.0,1.647,0.0,1.221
SRCL,Stericycle Inc,BB,1,118300000,-346800000,-3.81,-160800000,400000,6437000000.0,34700000.0,544300000.0,220100000.0,4102300000.0,2330900000.0,3115200000.0,-245300000,27500000,5814859303.0,8926159303.0,-0.14,-0.052,53800000,-0.056,1174500000,-211900000,0.355,-0.105,324.588,-36.0,1.76,0.0,0.591
ARW,Arrow Electronics Inc,BBB-,0,203743000,-204087000,-2.44,-518930000,-209224000,16400796000.0,300103000.0,8482687000.0,7046221000.0,11534403000.0,4811919000.0,2971560000.0,87994000,277784000,6901954872.0,9938836872.0,-0.041,-0.013,714804000,0.009,3298381000,107696000,0.114,-0.007,35.779,113.0,2.397,0.0,8.554
ANF,Abercrombie & Fitch Co,B+,1,7737000,39358000,0.61,-20000000,-53565000,3549665000.0,671267000.0,80251000.0,219919000.0,2478487000.0,1058810000.0,1767426000.0,64466000,238091000,1026558883.0,2376322883.0,0.038,0.011,97901000,0.017,2150918000,70068000,0.594,0.011,9.981,37.0,2.341,0.049,1.52
NOV,National Oilwell Varco Inc,BBB+,0,100000000,-6095000000,-15.96,-521000000,-256000000,13149000000.0,1171000000.0,1855000000.0,715000000.0,5303000000.0,7778000000.0,2777000000.0,-6364000000,-5831000000,9665094581.0,11622094581.0,-0.641,-0.396,481000000,-0.647,845000000,-6279000000,0.1,-0.719,-1.993,-2.0,0.682,0.008,1.259
MHO,M/I Homes Inc,B+,1,21375000,127587000,4.58,-67977000,-15446000,2105594000.0,6083000.0,0.0,125026000.0,1102117000.0,1003477000.0,773227000.0,187400000,200638000,1107423745.0,1942707745.0,0.137,0.06,67413000,0.064,494429000,187089000,0.198,0.051,9.683,10.0,1.098,0.0,2.421
DGX,Quest Diagnostics Inc,BBB+,0,175000000,858000000,6.36,832000000,1057000000,12843000000.0,1192000000.0,1063000000.0,1041000000.0,7156000000.0,5641000000.0,5328000000.0,1280000000,1609000000,14384301814.0,18495301814.0,0.156,0.071,934000000,0.196,2689000000,1231000000,0.348,0.111,11.495,14.0,1.269,0.02,6.934
ROK,Rockwell Automation Inc,A,0,103500000,1023400000,8.83,-277100000,-288000000,7264700000.0,704600000.0,1249100000.0,687800000.0,5917900000.0,1027800000.0,2274000000.0,1239800000,1412500000,25591590057.0,27329590057.0,1.305,0.144,1021500000,0.259,2595200000,1085700000,0.41,0.162,19.348,22.0,5.758,0.018,8.821
AMT,American Tower Corp,BBB-,0,814200000,1887800000,4.27,2680400000,273100000,42801600000.0,1578000000.0,462200000.0,603100000.0,36214700000.0,5055400000.0,31060300000.0,2701800000,4480200000,101796570772.0,128754970772.0,0.358,0.047,2761300000,0.059,5363500000,2688400000,0.708,0.249,28.739,48.0,7.164,0.016,6.243
AMZN,Amazon.com Inc,AA-,0,1600000000,11588000000,23.46,-10066000000,4237000000,225248000000.0,36092000000.0,20816000000.0,47183000000.0,163188000000.0,62060000000.0,63205000000.0,15562000000,37351000000,916153935005.0,952428935005.0,0.211,0.058,25825000000,0.108,114986000000,14541000000,0.41,0.041,25.499,61.0,2.63,0.0,52.277
RL,Ralph Lauren Corp,A- *-,0,17600000,384300000,5.07,461400000,1003300000,7279900000.0,1620400000.0,277100000.0,246800000.0,4586800000.0,2693100000.0,3027700000.0,344000000,613500000,5013792757.0,6553292757.0,0.131,0.052,505100000,0.056,3653300000,317000000,0.593,0.062,10.682,19.0,1.703,0.04,6.664
BXP,Boston Properties Inc,BBB+,0,412717000,521534000,3.31,773478000,52695000,21284905000.0,691886000.0,1151595000.0,377553000.0,13262304000.0,5684687000.0,12236028000.0,934251000,1614427000,21316144253.0,32770901253.0,0.091,0.025,139359000,0.029,1876548000,1045637000,0.634,0.176,20.299,35.0,2.333,0.028,0.902
APH,Amphenol Corp,BBB+,0,117600000,1155000000,3.88,30000000,-388100000,10815500000.0,908600000.0,1736400000.0,866800000.0,6219300000.0,4530300000.0,3606700000.0,1604500000,1916600000,32089297449.0,35051697449.0,0.272,0.109,1214700000,0.265,2616000000,1619200000,0.318,0.14,18.288,22.0,1.373,0.009,4.083
LXP,Lexington Realty Trust,BBB-,0,65095000,279910000,1.15,-98203000,-47937000,3180260000.0,129310000.0,69523000.0,29925000.0,1455541000.0,1705107000.0,1351419000.0,346384000,500469000,2632412152.0,3834825152.0,0.184,0.09,5131000,0.08,136357000,105572000,0.418,0.838,7.662,11.0,0.854,0.039,0.022
PXD,Pioneer Natural Resources Co,BBB,0,121000000,756000000,4.5,0,-120000000,19067000000.0,705000000.0,1035000000.0,1411000000.0,6948000000.0,12119000000.0,2595000000.0,1108000000,2819000000,25073914792.0,27170914792.0,0.063,0.041,-105000000,0.063,3659000000,1108000000,0.393,0.081,9.638,25.0,0.573,0.008,-0.629
VTOL,Bristow Group Inc,B-,1,13874000,-3593000,-0.51,-2795000,66613000,764515000.0,117366000.0,37964000.0,12923000.0,304961000.0,456742000.0,167964000.0,9550000,47169000,216503307.0,277509307.0,-0.008,-0.005,34245000,0.012,71513000,-3278000,0.316,-0.016,5.883,29.0,0.668,0.0,4.89
VLO,Valero Energy Corp,BBB,0,454000000,2422000000,5.84,320000000,-399000000,53864000000.0,2583000000.0,8988000000.0,10205000000.0,31328000000.0,21803000000.0,9672000000.0,3578000000,5833000000,38457628352.0,45892628352.0,0.113,0.046,3121000000,0.076,4778000000,3836000000,0.044,0.022,7.868,13.0,1.437,0.038,7.557
WU,Western Union Co/The,BBB,0,152000000,1058300000,2.47,-209000000,477100000,8758500000.0,1450500000.0,3296700000.0,3898600000.0,8798000000.0,-39500000.0,3229300000.0,1473400000,1731100000,11227674529.0,13084774529.0,-10.499,0.117,786900000,0.186,2205600000,934000000,0.417,0.2,7.559,9.0,-222.734,0.03,1.84
CHRW,CH Robinson Worldwide Inc,BBB+,0,47719000,576968000,4.21,-112000000,69243000,4641060000.0,447858000.0,2107255000.0,984604000.0,2970330000.0,1670730000.0,1634288000.0,789976000,890425000,10576583000.0,11775024000.0,0.347,0.124,764954000,0.263,2586310000,789976000,0.169,0.038,13.224,15.0,1.778,0.026,5.585
ACN,Accenture PLC,A+,0,33071000,5107839000,8.03,-6719000,2288477000,37078593000.0,8415330000.0,7846892000.0,1349874000.0,19579420000.0,17000536000.0,3485513000.0,6729928000,8503052000,159383062511.0,156453022511.0,0.321,0.147,7616020000,0.522,13976158000,6513644000,0.315,0.115,18.4,23.0,1.152,0.013,11.969
VLY,Valley National Bancorp,BBB,0,0,309793000,0.88,-976134000,6058000,37436020000.0,434687000.0,0.0,0.0,33051832000.0,4384188000.0,3581273000.0,456795000,510112000,3799116881.0,7743705881.0,0.08,0.009,1549618000,0.012,1088350000,488790000,1.0,0.273,15.18,17.0,7.539,0.038,4.587
MAA,Mid-America Apartment Communities Inc,BBB+,0,179847000,353811000,3.07,-82604000,18868000,11230450000.0,70541000.0,0.0,0.0,4926860000.0,6068565000.0,4454598000.0,537354000,1035144000,15040724168.0,19474156168.0,0.058,0.031,373217000,0.034,531329000,430197000,0.324,0.213,18.813,36.0,0.812,0.029,3.272
MAN,ManpowerGroup Inc,BBB,0,-40600000,465700000,7.78,19500000,433900000,9223800000.0,1025800000.0,5273100000.0,2474900000.0,6462300000.0,2743000000.0,1410100000.0,644900000,722100000,5725163107.0,6262363107.0,0.175,0.052,761500000,0.172,3375100000,644900000,0.162,0.022,8.672,10.0,2.356,0.022,12.713
YUM,Yum! Brands Inc,BB,1,486000000,1294000000,4.23,463000000,294000000,5231000000.0,605000000.0,584000000.0,960000000.0,13247000000.0,-8016000000.0,10562000000.0,1859000000,1971000000,30467014586.0,40351014586.0,-0.162,0.263,1119000000,0.145,2814000000,1930000000,0.503,0.231,20.472,22.0,-1.653,0.017,3.7
OII,Oceaneering International Inc,B+,1,42711000,-348444000,-3.52,0,19396000,2740663000.0,373655000.0,421360000.0,145933000.0,1665254000.0,1069346000.0,957504000.0,-288110000,-24683000,1475038890.0,2097451890.0,-0.273,-0.121,19394000,-0.113,98244000,-290713000,0.048,-0.17,-84.976,-7.0,1.557,0.0,0.196
PLD,Prologis Inc,A-,0,239953000,1572959000,2.48,802695000,744999000,40031850000.0,1088855000.0,0.0,704954000.0,13960066000.0,22653127000.0,12377511000.0,1887429000,3027308000,56313660160.0,67180011160.0,0.07,0.04,-859449000,0.038,2411694000,1849766000,0.724,0.47,22.191,36.0,0.616,0.024,-1.363
FE,FirstEnergy Corp,BB+ *-,1,1033000000,912000000,1.7,1511000000,250000000,42301000000.0,679000000.0,1294000000.0,1005000000.0,35326000000.0,6975000000.0,20998000000.0,3166000000,4383000000,26259148960.0,46312148960.0,0.128,0.022,-198000000,0.061,4659000000,3518000000,0.422,0.082,10.566,15.0,5.065,0.031,-0.37
TSCO,Tractor Supply Co,BBB,0,19843000,562354000,4.7,-14958000,-2058000,5289268000.0,84241000.0,0.0,643036000.0,3722145000.0,1567123000.0,2709166000.0,743220000,939198000,10927048660.0,13757752660.0,0.369,0.105,596755000,0.111,2871770000,743220000,0.344,0.067,14.648,19.0,2.375,0.015,4.984
VRSN,VeriSign Inc,BBB-,0,90611000,612299000,5.17,0,150848000,1854009000.0,508196000.0,0.0,209988000.0,3344109000.0,-1490100000.0,1787565000.0,849387000,895717000,22622368047.0,24300015047.0,-0.424,0.324,713576000,0.398,1051194000,806127000,0.853,0.497,27.129,29.0,-2.244,0.0,6.021
VSH,Vishay Intertechnology Inc,BB+,1,33683000,163936000,1.13,-27879000,8101000,3120775000.0,694133000.0,328187000.0,173915000.0,1632912000.0,1485149000.0,598051000.0,259127000,423588000,3075250358.0,2937966358.0,0.111,0.052,140380000,0.115,671200000,262430000,0.252,0.061,6.936,11.0,1.099,0.017,0.971
PWR,Quanta Services Inc,BBB-,0,66890000,402044000,2.76,241994000,86489000,8331682000.0,164798000.0,2747911000.0,1489559000.0,4277851000.0,4050292000.0,1656060000.0,634406000,914604000,5792771723.0,7890360723.0,0.104,0.049,295423000,0.114,1600252000,568278000,0.132,0.033,8.627,12.0,1.056,0.004,2.027
NVT,nVent Electric PLC,BBB-,0,44700000,222700000,1.3,120500000,-52600000,4640300000.0,106400000.0,334300000.0,187100000.0,2047800000.0,2592500000.0,1064600000.0,302100000,398900000,4326867641.0,5427967641.0,0.086,0.049,303800000,0.177,865800000,302100000,0.393,0.101,13.607,18.0,0.79,0.027,1.77
PLT,Plantronics Inc,B+,1,92640000,-827182000,-20.86,-25000000,11370000,2257174000.0,213879000.0,246835000.0,102159000.0,2339990000.0,-82816000.0,1621694000.0,-803943000,-573681000,420840625.0,1884373625.0,-1.804,-0.29,59831000,-0.416,552235000,-804055000,0.325,-0.487,-3.285,-2.0,-28.255,0.057,1.509
AEE,Ameren Corp,BBB+,0,381000000,828000000,3.37,773000000,69000000,28933000000.0,16000000.0,734000000.0,874000000.0,20732000000.0,8059000000.0,9797000000.0,1391000000,2393000000,18895088026.0,28406088026.0,0.105,0.029,-272000000,0.04,2262000000,1267000000,0.383,0.14,11.87,20.0,2.573,0.025,-1.107
NVDA,NVIDIA Corp,A-,0,52000000,2796000000,4.59,0,10114000000,17315000000.0,10896000000.0,1657000000.0,687000000.0,5111000000.0,12204000000.0,2552000000.0,3022000000,3403000000,153293760000.0,145987760000.0,0.257,0.181,4272000000,0.367,6768000000,2846000000,0.62,0.256,42.9,48.0,0.419,0.003,7.015
BLMN,Bloomin' Brands Inc,B+,1,49257000,130573000,1.47,-27759000,-4678000,3592683000.0,67145000.0,0.0,174877000.0,3415202000.0,170342000.0,2327755000.0,187403000,457571000,1883236994.0,4225671994.0,0.736,0.037,173968000,0.044,672225000,191090000,0.162,0.032,9.235,23.0,20.049,0.018,1.958
SEE,Sealed Air Corp,BB+,1,184100000,263000000,1.7,317600000,-9300000,5765200000.0,262400000.0,636800000.0,738500000.0,5961400000.0,-196200000.0,3906100000.0,523700000,674500000,6154362044.0,9949562044.0,-0.928,0.048,321400000,0.1,1564800000,578500000,0.327,0.055,14.751,19.0,-30.384,0.016,2.083
ALB,Albemarle Corp,BBB-,0,57695000,533228000,5.03,1296228000,57790000,9860863000.0,613110000.0,680202000.0,574138000.0,5767283000.0,3932250000.0,3050257000.0,679084000,892568000,7744652730.0,9373379730.0,0.14,0.063,-122066000,0.098,1257778000,666123000,0.35,0.149,10.502,14.0,1.467,0.02,-1.152
